parent_asin,title,month_year,review_count,avg_rating,date
B00C9L9I1K,Kids Vehicles 1: Interactive Fire Truck - Animated 3D Games Fire Engine Adventure for Little Firefighters and Drivers of Firetrucks (Abby Monkey edition) by 22learn,2019-01,1,5.0,2019-01-01
B00CA2YGEM,Sign Translator,2019-04,1,4.0,2019-04-01
B00CA89UZ6,iMemories,2024-11,1,5.0,2024-11-01
B00CAK052Q,Offroad Legends Sahara,2016-06,1,5.0,2016-06-01
B00CAK052Q,Offroad Legends Sahara,2016-07,1,5.0,2016-07-01
B00CAK052Q,Offroad Legends Sahara,2016-08,1,5.0,2016-08-01
B00CAK052Q,Offroad Legends Sahara,2017-10,1,5.0,2017-10-01
B00CAK052Q,Offroad Legends Sahara,2021-08,1,2.0,2021-08-01
B00CAK052Q,Offroad Legends Sahara,2021-09,1,5.0,2021-09-01
B00CALSC5C,OBDII Trouble Codes,2022-09,1,1.0,2022-09-01
B00CAUX74E,OBDII Trouble Codes Lite,2022-02,1,1.0,2022-02-01
B00CAVC57I,Quiz of Seers [QoS] - Ad Free,2017-03,1,1.0,2017-03-01
B00CAW96DI,2 Pics 1 Word: Mix Pics Puzzle,2016-06,1,5.0,2016-06-01
B00CAW96DI,2 Pics 1 Word: Mix Pics Puzzle,2016-07,4,5.0,2016-07-01
B00CAW96DI,2 Pics 1 Word: Mix Pics Puzzle,2016-08,2,4.5,2016-08-01
B00CAW96DI,2 Pics 1 Word: Mix Pics Puzzle,2016-10,1,4.0,2016-10-01
B00CAW96DI,2 Pics 1 Word: Mix Pics Puzzle,2016-12,1,5.0,2016-12-01
B00CB5JLT8,Ukulele Tuner,2019-09,1,5.0,2019-09-01
B00CB8JY9M,Farkle,2018-06,1,3.0,2018-06-01
B00CBD32NG,KREM 2 News Weather,2016-11,1,5.0,2016-11-01
B00CBFDEBE,Useful Knots,2019-08,1,3.0,2019-08-01
B00CBFDEBE,Useful Knots,2023-02,1,5.0,2023-02-01
B00CBG1K32,Windows 7 Professional SP1 64bit (OEM) System Builder DVD 1 Pack (New Packaging),2016-09,1,5.0,2016-09-01
B00CBIFH2U,100 floors escape,2016-10,1,5.0,2016-10-01
B00CBIFH2U,100 floors escape,2019-01,1,5.0,2019-01-01
B00CBIPCD4,Jewels & Diamonds Plus,2016-11,1,4.0,2016-11-01
B00CBIPCD4,Jewels & Diamonds Plus,2017-08,1,2.0,2017-08-01
B00CBJMYKM,Bouncy Bill Plus,2016-06,1,2.0,2016-06-01
B00CBKLO52,Absolute RC Simulator,2016-06,2,4.0,2016-06-01
B00CBKLO52,Absolute RC Simulator,2017-03,1,1.0,2017-03-01
B00CBKLO52,Absolute RC Simulator,2017-06,1,5.0,2017-06-01
B00CBKLO52,Absolute RC Simulator,2017-08,1,3.0,2017-08-01
B00CBKLO52,Absolute RC Simulator,2017-10,1,3.0,2017-10-01
B00CBKLO52,Absolute RC Simulator,2017-11,1,1.0,2017-11-01
B00CBKLO52,Absolute RC Simulator,2018-04,1,5.0,2018-04-01
B00CBKLO52,Absolute RC Simulator,2019-03,1,5.0,2019-03-01
B00CBVNNK0,Almanac Extra!,2017-09,1,5.0,2017-09-01
B00CBVP2UE,Astral 3D Music Visualizer,2022-04,1,3.0,2022-04-01
B00CBYVAO8,Cyberlink PowerDVD 13 Ultra,2016-07,1,2.0,2016-07-01
B00CBYVAO8,Cyberlink PowerDVD 13 Ultra,2016-08,3,4.0,2016-08-01
B00CBYVAO8,Cyberlink PowerDVD 13 Ultra,2016-09,1,4.0,2016-09-01
B00CBYVAO8,Cyberlink PowerDVD 13 Ultra,2017-05,1,5.0,2017-05-01
B00CBYVAO8,Cyberlink PowerDVD 13 Ultra,2017-12,1,4.0,2017-12-01
B00CC33294,Stylicious - Fashion Closet and Style Shopping(Kindle Tablet Edition),2019-11,1,2.0,2019-11-01
B00CCM0IC4,Ninja Chicken Ooga Booga,2016-08,1,5.0,2016-08-01
B00CCM0IC4,Ninja Chicken Ooga Booga,2016-10,1,5.0,2016-10-01
B00CD4AM4A,WPCU Home Banking (Kindle Tablet Edition),2017-03,1,5.0,2017-03-01
B00CD4EQNI,Popcornflix™-Great Movies Free,2018-03,1,5.0,2018-03-01
B00CD4EQNI,Popcornflix™-Great Movies Free,2019-02,1,4.0,2019-02-01
B00CD5G9R8,Timers,2018-05,1,1.0,2018-05-01
B00CD855HK,Stretching Flex,2022-08,1,5.0,2022-08-01
B00CDY6HW6,Bunny Mania 2 HD,2016-11,1,3.0,2016-11-01
B00CDY6HW6,Bunny Mania 2 HD,2017-02,1,4.0,2017-02-01
B00CEBIPI2,Direct Print and Scan for Mobile,2019-05,1,3.0,2019-05-01
B00CEBIPI2,Direct Print and Scan for Mobile,2021-12,1,2.0,2021-12-01
B00CEBIPI2,Direct Print and Scan for Mobile,2023-03,1,5.0,2023-03-01
B00CECUY9Y,Homemade with Love,2016-10,1,1.0,2016-10-01
B00CELCGMS,Radio Paradise,2022-12,1,5.0,2022-12-01
B00CELCGMS,Radio Paradise,2023-01,1,5.0,2023-01-01
B00CENB37K,Smart Security,2024-10,1,5.0,2024-10-01
B00CF354UG,Grand Theft Auto: Vice City,2016-10,1,5.0,2016-10-01
B00CF354UG,Grand Theft Auto: Vice City,2017-08,1,1.0,2017-08-01
B00CF354UG,Grand Theft Auto: Vice City,2018-06,1,5.0,2018-06-01
B00CF354UG,Grand Theft Auto: Vice City,2019-08,1,5.0,2019-08-01
B00CF5KB9I,Mayo Clinic,2019-09,1,5.0,2019-09-01
B00CF6JW7Y,ZOONOOZ,2017-10,1,5.0,2017-10-01
B00CF88O7G,Print My Files,2017-06,1,1.0,2017-06-01
B00CFFR3PI,Portuguese English Dictionary & Translator Free,2017-10,1,1.0,2017-10-01
B00CFLC15Y,Agent Dash,2016-08,1,3.0,2016-08-01
B00CFLC15Y,Agent Dash,2016-10,1,5.0,2016-10-01
B00CFNBF7W,"Funny Sunny: I Love My Bedtime Lite(Paint, Jigsaw Puzzles, Memory Games for toddlers)",2016-08,1,4.0,2016-08-01
B00CGK71B8,The Howler,2016-11,1,1.0,2016-11-01
B00CGK71B8,The Howler,2017-02,1,2.0,2017-02-01
B00CGSEWV2,Kitchen Timer+,2017-03,1,4.0,2017-03-01
B00CGTNHXA,Trigonometrics,2017-04,1,1.0,2017-04-01
B00CGTNHXA,Trigonometrics,2017-05,1,3.0,2017-05-01
B00CGYBLGA,"Diaro - Diary, Journal, Notes, Mood Tracker",2019-03,1,4.0,2019-03-01
B00CH08L7K,What's the Difference - Hidden Object Game,2017-06,1,1.0,2017-06-01
B00CHDFWJC,"Preschool Puzzles Games with Animated Animals, Vehicles, Ice Creams, Xylophone & Flowers: Fun Learning Activity Adventure for Girls and Boys - Learning Toy for Kids Explorers (Baby, Toddler and Preschool) - Abby Monkey® 1 educational edition (Lite)",2017-12,1,2.0,2017-12-01
B00CHDFWJC,"Preschool Puzzles Games with Animated Animals, Vehicles, Ice Creams, Xylophone & Flowers: Fun Learning Activity Adventure for Girls and Boys - Learning Toy for Kids Explorers (Baby, Toddler and Preschool) - Abby Monkey® 1 educational edition (Lite)",2018-12,1,1.0,2018-12-01
B00CHNC2BS,Cleverbot,2017-01,1,1.0,2017-01-01
B00CHP7FFO,Astraware Casino HD,2016-09,1,5.0,2016-09-01
B00CHP7FFO,Astraware Casino HD,2017-08,1,3.0,2017-08-01
B00CHP7FFO,Astraware Casino HD,2017-09,1,4.0,2017-09-01
B00CHS31DG,Ghost Radar®: CONNECT,2016-11,1,5.0,2016-11-01
B00CHYCUSW,Enemy Strike,2018-04,1,5.0,2018-04-01
B00CHYCUSW,Enemy Strike,2018-11,1,4.0,2018-11-01
B00CI36FJ2,Killer Escape,2017-11,1,1.0,2017-11-01
B00CI714MQ,Deadly Association -Extended Edition- HD,2017-04,1,4.0,2017-04-01
B00CIO29VO,Sleep Well,2020-09,1,5.0,2020-09-01
B00CIQNUEM,Dream Moods Dream Dictionary,2016-10,1,1.0,2016-10-01
B00CIZCO9A,Cyberlink PowerDirector 11 Ultra,2016-01,1,4.0,2016-01-01
B00CIZCO9A,Cyberlink PowerDirector 11 Ultra,2016-02,2,5.0,2016-02-01
B00CIZCO9A,Cyberlink PowerDirector 11 Ultra,2016-05,1,4.0,2016-05-01
B00CIZCY3G,Cyberlink PhotoDirector 4,2016-06,1,3.0,2016-06-01
B00CJ95O2E,Battery Saver 2X - Save Battery Made Easy (Kindle Tablet Edition),2016-07,1,5.0,2016-07-01
B00CJ95O2E,Battery Saver 2X - Save Battery Made Easy (Kindle Tablet Edition),2016-08,1,5.0,2016-08-01
B00CJ95O2E,Battery Saver 2X - Save Battery Made Easy (Kindle Tablet Edition),2017-08,1,2.0,2017-08-01
B00CJ95O2E,Battery Saver 2X - Save Battery Made Easy (Kindle Tablet Edition),2017-11,1,1.0,2017-11-01
B00CJ95O2E,Battery Saver 2X - Save Battery Made Easy (Kindle Tablet Edition),2019-09,1,1.0,2019-09-01
B00CJD6LHW,BeerSmith Mobile Homebrewing,2016-08,1,2.0,2016-08-01
B00CJHBSB2,Hillside Racing,2016-07,1,5.0,2016-07-01
B00CJHXEHS,IQ Test Evolution,2019-02,1,4.0,2019-02-01
B00CJHXEHS,IQ Test Evolution,2022-11,1,5.0,2022-11-01
B00CK4D7UE,aCheckbook : Expense Tracker,2019-04,1,5.0,2019-04-01
B00CK8T920,150+ Card Games Solitaire Pack,2018-07,1,5.0,2018-07-01
B00CK8T920,150+ Card Games Solitaire Pack,2018-08,1,5.0,2018-08-01
B00CK8T920,150+ Card Games Solitaire Pack,2019-02,1,5.0,2019-02-01
B00CK8T920,150+ Card Games Solitaire Pack,2019-06,1,4.0,2019-06-01
B00CK8T920,150+ Card Games Solitaire Pack,2019-08,1,5.0,2019-08-01
B00CK8T920,150+ Card Games Solitaire Pack,2019-09,1,5.0,2019-09-01
B00CK8T920,150+ Card Games Solitaire Pack,2020-02,1,4.0,2020-02-01
B00CK8T920,150+ Card Games Solitaire Pack,2020-05,1,5.0,2020-05-01
B00CK8T920,150+ Card Games Solitaire Pack,2020-12,1,3.0,2020-12-01
B00CK8T920,150+ Card Games Solitaire Pack,2021-03,2,4.0,2021-03-01
B00CK8T920,150+ Card Games Solitaire Pack,2021-12,1,5.0,2021-12-01
B00CK8T920,150+ Card Games Solitaire Pack,2022-02,2,4.0,2022-02-01
B00CKCVWKS,App Lock,2019-06,1,1.0,2019-06-01
B00CKFKECC,Conservative Talk Radio,2018-07,1,1.0,2018-07-01
B00CKG7W3U,Hooda Escape Water Park,2016-08,1,1.0,2016-08-01
B00CKOYVG8,Angry Birds Friends,2016-06,1,2.0,2016-06-01
B00CKOYVG8,Angry Birds Friends,2016-08,2,2.5,2016-08-01
B00CKOYVG8,Angry Birds Friends,2017-02,1,1.0,2017-02-01
B00CKOYVG8,Angry Birds Friends,2017-04,1,4.0,2017-04-01
B00CKOYVG8,Angry Birds Friends,2017-06,1,5.0,2017-06-01
B00CKOYVG8,Angry Birds Friends,2017-07,1,4.0,2017-07-01
B00CKOYVG8,Angry Birds Friends,2017-08,2,3.0,2017-08-01
B00CKOYVG8,Angry Birds Friends,2018-01,1,5.0,2018-01-01
B00CKOYVG8,Angry Birds Friends,2018-03,2,4.5,2018-03-01
B00CKOYVG8,Angry Birds Friends,2018-04,1,3.0,2018-04-01
B00CKOYVG8,Angry Birds Friends,2018-08,1,5.0,2018-08-01
B00CKOYVG8,Angry Birds Friends,2018-09,2,4.0,2018-09-01
B00CKOYVG8,Angry Birds Friends,2019-02,1,3.0,2019-02-01
B00CKOYVG8,Angry Birds Friends,2019-04,1,1.0,2019-04-01
B00CKOYVG8,Angry Birds Friends,2019-06,2,4.0,2019-06-01
B00CKOYVG8,Angry Birds Friends,2019-07,3,3.6666666666666665,2019-07-01
B00CKOYVG8,Angry Birds Friends,2019-09,2,3.0,2019-09-01
B00CKOYVG8,Angry Birds Friends,2019-10,1,4.0,2019-10-01
B00CKOYVG8,Angry Birds Friends,2020-01,1,2.0,2020-01-01
B00CKOYVG8,Angry Birds Friends,2020-05,2,2.5,2020-05-01
B00CKOYVG8,Angry Birds Friends,2020-06,1,5.0,2020-06-01
B00CKOYVG8,Angry Birds Friends,2020-08,2,1.0,2020-08-01
B00CKOYVG8,Angry Birds Friends,2020-09,2,5.0,2020-09-01
B00CKOYVG8,Angry Birds Friends,2021-03,2,4.5,2021-03-01
B00CKOYVG8,Angry Birds Friends,2021-04,2,4.0,2021-04-01
B00CKOYVG8,Angry Birds Friends,2022-01,2,5.0,2022-01-01
B00CKOYVG8,Angry Birds Friends,2022-03,2,5.0,2022-03-01
B00CKOYVG8,Angry Birds Friends,2022-07,1,5.0,2022-07-01
B00CKOYVG8,Angry Birds Friends,2022-11,1,5.0,2022-11-01
B00CKOYVG8,Angry Birds Friends,2023-02,1,1.0,2023-02-01
B00CKOYVG8,Angry Birds Friends,2023-03,1,5.0,2023-03-01
B00CKOYVG8,Angry Birds Friends,2023-09,1,5.0,2023-09-01
B00CKOYVG8,Angry Birds Friends,2024-04,1,5.0,2024-04-01
B00CKOYVG8,Angry Birds Friends,2024-07,1,5.0,2024-07-01
B00CKOYVG8,Angry Birds Friends,2024-10,1,2.0,2024-10-01
B00CKS69DM,"Calories,Fats, Proteins and Carbs calculator",2021-02,1,1.0,2021-02-01
B00CKS69DM,"Calories,Fats, Proteins and Carbs calculator",2022-07,1,1.0,2022-07-01
B00CKSDB4W,Today in TV,2016-08,1,1.0,2016-08-01
B00CLP7RT4,Bass Guitar Tutor,2017-12,1,3.0,2017-12-01
B00CLR1R5W,Toddler Sing and Play - Full Version (FreeTime Edition),2016-11,1,5.0,2016-11-01
B00CLR1R5W,Toddler Sing and Play - Full Version (FreeTime Edition),2017-01,1,5.0,2017-01-01
B00CLR1R5W,Toddler Sing and Play - Full Version (FreeTime Edition),2018-07,1,2.0,2018-07-01
B00CLR1RNE,Toddler Sing and Play,2019-08,1,5.0,2019-08-01
B00CLR1RNE,Toddler Sing and Play,2019-09,1,3.0,2019-09-01
B00CLR1RNE,Toddler Sing and Play,2020-02,1,3.0,2020-02-01
B00CLR1RNE,Toddler Sing and Play,2020-09,1,3.0,2020-09-01
B00CLR1RNE,Toddler Sing and Play,2021-02,1,3.0,2021-02-01
B00CLR1RNE,Toddler Sing and Play,2021-10,1,5.0,2021-10-01
B00CMO2L1S,Princess Makeup Salon - Girls Games,2016-08,1,1.0,2016-08-01
B00CNGDMB8,Podcast Addict Donate (Requires FREE app to be installed FIRST),2018-11,1,5.0,2018-11-01
B00CNGDMB8,Podcast Addict Donate (Requires FREE app to be installed FIRST),2021-03,1,1.0,2021-03-01
B00CNGDMB8,Podcast Addict Donate (Requires FREE app to be installed FIRST),2021-05,1,4.0,2021-05-01
B00CNJG3IO,1970s Movie Trivia,2017-11,1,4.0,2017-11-01
B00CNLGPMQ,Sage 50 Pro Accounting 2014 US Edition,2016-09,1,4.0,2016-09-01
B00CNWDMB2,Miller Thyme Bedside Clock,2016-08,1,1.0,2016-08-01
B00CNWDMB2,Miller Thyme Bedside Clock,2018-05,1,3.0,2018-05-01
B00CO2AWCI,Love Academy,2017-06,1,5.0,2017-06-01
B00CO3HVGW,Texas Hold 'em Poker,2016-07,1,2.0,2016-07-01
B00CO3HVGW,Texas Hold 'em Poker,2020-01,1,2.0,2020-01-01
B00CO52NLI,PetWorld: My Animal Rescue,2017-10,1,5.0,2017-10-01
B00CO52NLI,PetWorld: My Animal Rescue,2018-03,1,4.0,2018-03-01
B00CO52NLI,PetWorld: My Animal Rescue,2019-03,1,5.0,2019-03-01
B00CO52NLI,PetWorld: My Animal Rescue,2022-09,1,5.0,2022-09-01
B00COIA8HQ,PrintHand - One-stop mobile printing solution,2018-10,1,5.0,2018-10-01
B00COIA8HQ,PrintHand - One-stop mobile printing solution,2019-07,1,5.0,2019-07-01
B00COIA8HQ,PrintHand - One-stop mobile printing solution,2022-01,1,5.0,2022-01-01
B00COIA8HQ,PrintHand - One-stop mobile printing solution,2023-04,1,1.0,2023-04-01
B00COPLTV8,Webroot SecureAnywhere Internet Security Plus 2013 - 3 Devices,2015-11,1,5.0,2015-11-01
B00COPLTV8,Webroot SecureAnywhere Internet Security Plus 2013 - 3 Devices,2016-02,1,1.0,2016-02-01
B00COPLTV8,Webroot SecureAnywhere Internet Security Plus 2013 - 3 Devices,2016-03,1,5.0,2016-03-01
B00COPLTV8,Webroot SecureAnywhere Internet Security Plus 2013 - 3 Devices,2016-09,1,5.0,2016-09-01
B00COPZHA2,Ascend Federal Credit Union Mobile(Kindle Tablet Edition),2022-03,1,5.0,2022-03-01
B00CORSJUU,My Pony's Little Party,2018-05,1,3.0,2018-05-01
B00CP4T1MC,"""Memory"" - Memory game",2024-05,1,1.0,2024-05-01
B00CP4T1MC,"""Memory"" - Memory game",2025-03,1,3.0,2025-03-01
B00CP578AS,Speaker Booster,2020-04,1,1.0,2020-04-01
B00CP578AS,Speaker Booster,2021-09,1,1.0,2021-09-01
B00CP5QTSA,Phone for Kids – All in One Activity Center for Children HD,2017-10,1,5.0,2017-10-01
B00CP5QTSA,Phone for Kids – All in One Activity Center for Children HD,2022-10,1,5.0,2022-10-01
B00CP5VPAM,Classic Mahjong,2016-11,1,4.0,2016-11-01
B00CP610BK,Dort Federal Mobile Web Banking (Kindle Tablet Edition),2020-11,1,5.0,2020-11-01
B00CP71RBC,MixTwo,2018-11,1,5.0,2018-11-01
B00CPB7CS0,Thanksgiving Solitaire Free,2016-12,1,1.0,2016-12-01
B00CPBGMMW,Valentines Day Solitaire FREE,2017-04,1,5.0,2017-04-01
B00CPL3IXS,EasyTether Tablet,2016-10,1,4.0,2016-10-01
B00CPL3IXS,EasyTether Tablet,2017-12,1,5.0,2017-12-01
B00CPL3IXS,EasyTether Tablet,2018-08,1,1.0,2018-08-01
B00CPL3IXS,EasyTether Tablet,2019-11,1,5.0,2019-11-01
B00CPL3IXS,EasyTether Tablet,2022-04,1,5.0,2022-04-01
B00CPOT3ZM,Little Dentist － kids games,2016-06,1,5.0,2016-06-01
B00CPOT3ZM,Little Dentist － kids games,2017-05,1,1.0,2017-05-01
B00CPOT3ZM,Little Dentist － kids games,2023-11,1,2.0,2023-11-01
B00CPTSKW4,Puzzle My Mind,2016-06,1,5.0,2016-06-01
B00CQ55S22,Kids Animal Train: Preschool and Kindegarten Learning Matching and Reading Adventure – ABC First Word Educational Games for Toddler Loves Farm and Zoo Animals & Colors (Abby Monkey® edition),2019-02,1,5.0,2019-02-01
B00CQ5C6FO,Flick Golf! Free,2016-11,1,4.0,2016-11-01
B00CQ5C6FO,Flick Golf! Free,2016-12,1,5.0,2016-12-01
B00CQ5C6FO,Flick Golf! Free,2017-11,1,2.0,2017-11-01
B00CQ8LW92,Vogue Knitting Magazine,2018-11,1,5.0,2018-11-01
B00CQ8LW92,Vogue Knitting Magazine,2020-04,1,5.0,2020-04-01
B00CQ8LW92,Vogue Knitting Magazine,2020-08,2,3.0,2020-08-01
B00CQA6E6Q,Beat The Boss 2 (17+),2016-08,1,5.0,2016-08-01
B00CQA6E6Q,Beat The Boss 2 (17+),2019-01,1,5.0,2019-01-01
B00CS9K9OI,500 Flavorful Slow Cooker Recipes,2017-03,2,4.0,2017-03-01
B00CS9K9OI,500 Flavorful Slow Cooker Recipes,2017-09,1,3.0,2017-09-01
B00CS9K9OI,500 Flavorful Slow Cooker Recipes,2018-01,1,5.0,2018-01-01
B00CS9K9OI,500 Flavorful Slow Cooker Recipes,2019-04,1,4.0,2019-04-01
B00CST6WB2,Kids Policeman,2018-05,1,4.0,2018-05-01
B00CT2P6VA,Quell Memento,2016-07,2,5.0,2016-07-01
B00CT2P6VA,Quell Memento,2016-10,1,1.0,2016-10-01
B00CT2P6VA,Quell Memento,2017-01,2,4.5,2017-01-01
B00CT2P6VA,Quell Memento,2017-02,2,4.0,2017-02-01
B00CT2P6VA,Quell Memento,2017-04,1,5.0,2017-04-01
B00CT2P6VA,Quell Memento,2017-11,1,5.0,2017-11-01
B00CT2P6VA,Quell Memento,2017-12,1,1.0,2017-12-01
B00CT2P6VA,Quell Memento,2019-02,1,5.0,2019-02-01
B00CT2P6VA,Quell Memento,2019-03,1,3.0,2019-03-01
B00CT36ZQO,Clean Music Player,2016-09,1,4.0,2016-09-01
B00CTKLMYM,Yoga For Beginners,2016-07,1,1.0,2016-07-01
B00CTMF4E4,Wedding Salon (Kindle Tablet Edition),2016-08,1,5.0,2016-08-01
B00CTMF4E4,Wedding Salon (Kindle Tablet Edition),2020-06,1,5.0,2020-06-01
B00CTMF4E4,Wedding Salon (Kindle Tablet Edition),2021-03,1,4.0,2021-03-01
B00CTMTRV0,Dumpster - Image & Video Restore,2022-07,1,1.0,2022-07-01
B00CTN0ALA,Texas HoldEm Poker Deluxe,2017-04,1,5.0,2017-04-01
B00CTN0ALA,Texas HoldEm Poker Deluxe,2017-05,1,1.0,2017-05-01
B00CTN0ALA,Texas HoldEm Poker Deluxe,2017-11,1,5.0,2017-11-01
B00CTN0ALA,Texas HoldEm Poker Deluxe,2018-07,1,4.0,2018-07-01
B00CTQ6SIG,The Simpsons: Tapped Out,2016-08,2,4.5,2016-08-01
B00CTQ6SIG,The Simpsons: Tapped Out,2016-09,3,4.333333333333333,2016-09-01
B00CTQ6SIG,The Simpsons: Tapped Out,2016-10,1,5.0,2016-10-01
B00CTQ6SIG,The Simpsons: Tapped Out,2016-11,2,3.5,2016-11-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-01,1,5.0,2017-01-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-02,5,4.0,2017-02-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-03,2,3.0,2017-03-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-05,1,5.0,2017-05-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-06,1,3.0,2017-06-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-08,1,5.0,2017-08-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-09,1,5.0,2017-09-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-10,2,5.0,2017-10-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-11,2,4.5,2017-11-01
B00CTQ6SIG,The Simpsons: Tapped Out,2017-12,2,3.0,2017-12-01
B00CTQ6SIG,The Simpsons: Tapped Out,2018-02,2,5.0,2018-02-01
B00CTQ6SIG,The Simpsons: Tapped Out,2018-03,2,5.0,2018-03-01
B00CTQ6SIG,The Simpsons: Tapped Out,2018-05,1,5.0,2018-05-01
B00CTQ6SIG,The Simpsons: Tapped Out,2018-07,1,5.0,2018-07-01
B00CTQ6SIG,The Simpsons: Tapped Out,2018-08,1,5.0,2018-08-01
B00CTQ6SIG,The Simpsons: Tapped Out,2018-09,2,5.0,2018-09-01
B00CTQ6SIG,The Simpsons: Tapped Out,2018-10,1,5.0,2018-10-01
B00CTQ6SIG,The Simpsons: Tapped Out,2018-11,1,3.0,2018-11-01
B00CTQ6SIG,The Simpsons: Tapped Out,2019-02,2,4.0,2019-02-01
B00CTQ6SIG,The Simpsons: Tapped Out,2019-05,2,2.5,2019-05-01
B00CTQ6SIG,The Simpsons: Tapped Out,2019-07,1,2.0,2019-07-01
B00CTQ6SIG,The Simpsons: Tapped Out,2019-12,1,1.0,2019-12-01
B00CTQ6SIG,The Simpsons: Tapped Out,2020-03,1,5.0,2020-03-01
B00CTQ6SIG,The Simpsons: Tapped Out,2022-05,1,1.0,2022-05-01
B00CTQ6SIG,The Simpsons: Tapped Out,2023-09,1,5.0,2023-09-01
B00CTQ6SIG,The Simpsons: Tapped Out,2024-03,1,5.0,2024-03-01
B00CVEPFSK,Think a Number,2017-02,1,4.0,2017-02-01
B00CW0DW0G,My Weekly Budget - MyWB,2016-11,1,4.0,2016-11-01
B00CW0DW0G,My Weekly Budget - MyWB,2019-03,1,3.0,2019-03-01
B00CWGWAEE,Brink of Consciousness: Dorian Gray Syndrome Collector's Edition (Full),2016-06,2,5.0,2016-06-01
B00CWGWAEE,Brink of Consciousness: Dorian Gray Syndrome Collector's Edition (Full),2016-07,2,4.5,2016-07-01
B00CWGWAEE,Brink of Consciousness: Dorian Gray Syndrome Collector's Edition (Full),2017-12,2,3.0,2017-12-01
B00CWQ5Y3S,Orrery,2017-07,1,5.0,2017-07-01
B00CWQ5Y3S,Orrery,2017-08,2,3.5,2017-08-01
B00CWQ5Y3S,Orrery,2018-06,1,3.0,2018-06-01
B00CWQ5Y3S,Orrery,2018-08,2,4.0,2018-08-01
B00CWQ5Y3S,Orrery,2022-01,1,5.0,2022-01-01
B00CWY76CC,Can You Escape,2016-07,6,4.833333333333333,2016-07-01
B00CWY76CC,Can You Escape,2016-08,16,4.4375,2016-08-01
B00CWY76CC,Can You Escape,2016-09,11,4.545454545454546,2016-09-01
B00CWY76CC,Can You Escape,2016-10,1,2.0,2016-10-01
B00CWY76CC,Can You Escape,2016-11,5,4.6,2016-11-01
B00CWY76CC,Can You Escape,2016-12,2,5.0,2016-12-01
B00CWY76CC,Can You Escape,2017-01,1,4.0,2017-01-01
B00CWY76CC,Can You Escape,2017-02,3,4.666666666666667,2017-02-01
B00CWY76CC,Can You Escape,2017-03,1,4.0,2017-03-01
B00CWY76CC,Can You Escape,2017-04,1,5.0,2017-04-01
B00CWY76CC,Can You Escape,2017-05,1,5.0,2017-05-01
B00CWY76CC,Can You Escape,2017-07,1,5.0,2017-07-01
B00CWY76CC,Can You Escape,2017-08,1,1.0,2017-08-01
B00CWY76CC,Can You Escape,2017-09,1,1.0,2017-09-01
B00CWY76CC,Can You Escape,2017-11,3,4.0,2017-11-01
B00CWY76CC,Can You Escape,2017-12,2,5.0,2017-12-01
B00CWY76CC,Can You Escape,2018-02,1,3.0,2018-02-01
B00CWY76CC,Can You Escape,2018-03,2,5.0,2018-03-01
B00CWY76CC,Can You Escape,2018-04,3,4.666666666666667,2018-04-01
B00CWY76CC,Can You Escape,2018-08,1,5.0,2018-08-01
B00CWY76CC,Can You Escape,2018-09,1,5.0,2018-09-01
B00CWY76CC,Can You Escape,2018-12,1,4.0,2018-12-01
B00CWY76CC,Can You Escape,2019-03,1,4.0,2019-03-01
B00CWY76CC,Can You Escape,2019-04,1,5.0,2019-04-01
B00CWY76CC,Can You Escape,2019-05,1,5.0,2019-05-01
B00CWY76CC,Can You Escape,2019-08,1,1.0,2019-08-01
B00CWY76CC,Can You Escape,2019-09,1,5.0,2019-09-01
B00CWY76CC,Can You Escape,2019-11,1,5.0,2019-11-01
B00CWY76CC,Can You Escape,2020-09,1,3.0,2020-09-01
B00CWY76CC,Can You Escape,2020-12,1,4.0,2020-12-01
B00CWY76CC,Can You Escape,2021-08,1,4.0,2021-08-01
B00CWY76CC,Can You Escape,2021-12,1,5.0,2021-12-01
B00CWY76CC,Can You Escape,2024-02,1,2.0,2024-02-01
B00CWY76CC,Can You Escape,2024-05,1,5.0,2024-05-01
B00CWY76CC,Can You Escape,2025-02,1,3.0,2025-02-01
B00CX0IS5E,StreamItAll RADIO,2018-12,1,4.0,2018-12-01
B00CX0RYHC,ScanSnap Connect Application,2017-06,1,4.0,2017-06-01
B00CX11TG8,"ArtFlow - Sketch, Paint, Draw",2017-03,1,4.0,2017-03-01
B00CX11TG8,"ArtFlow - Sketch, Paint, Draw",2021-09,1,5.0,2021-09-01
B00CX11TG8,"ArtFlow - Sketch, Paint, Draw",2024-03,1,5.0,2024-03-01
B00CX1X5HY,Health Record,2018-04,1,1.0,2018-04-01
B00CX35I4U,Vera Blanc: Ghost In The Castle,2017-02,1,3.0,2017-02-01
B00CX5IXFY,Solitaire,2016-12,1,5.0,2016-12-01
B00CX5IXFY,Solitaire,2017-01,1,5.0,2017-01-01
